,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_id
15979,Obsahové stránky,Akce,MALL Dny,Philips Avent,,,,13505264
15980,Obsahové stránky,Akce,MALL Dny,Nuk,,,,13497834
15981,Obsahové stránky,Akce,MALL Dny,Tommee Tippee,,,,21182927
15982,Obsahové stránky,Akce,MALL Dny,Ingenuity,,,,13497835
15983,Obsahové stránky,Akce,MALL Dny,Infantino,,,,13950946
15984,Obsahové stránky,Akce,MALL Dny,TrueLife,,,,27976150
15985,Obsahové stránky,Akce,MALL Dny,Badabulle,,,,21182928
15986,Obsahové stránky,Akce,MALL Dny,MUUMI BABY,,,,20960151
15987,Obsahové stránky,Akce,MALL Dny,Weleda,,,,20960150
15988,Obsahové stránky,Akce,MALL Dny,Bepanthen,,,,21272977
15989,Obsahové stránky,Akce,MALL Dny,Huggies,,,,21272978
15990,Obsahové stránky,Akce,MALL Dny,MOLTEX,,,,21272975
15991,Obsahové stránky,Akce,MALL Dny,ARGO,,,,13560549
15992,Obsahové stránky,Akce,MALL Dny,PHILIPS,,,,13505260
15993,Obsahové stránky,Akce,MALL Dny,BLACKDECKER,,,,13560547
15994,Obsahové stránky,Akce,MALL Dny,PHILIPS-SONICARE,,,,13505261
15995,Obsahové stránky,Akce,MALL Dny,G3-FERRARI,,,,13560550
15996,Obsahové stránky,Akce,MALL Dny,SEVERIN,,,,13560548
15997,Obsahové stránky,Akce,MALL Dny,Severin,,,,13560552
15998,Obsahové stránky,Akce,MALL Dny,Sunárek,,,,21166054
15999,Obsahové stránky,Akce,MALL Dny,Akinu,,,,13560554
16000,Obsahové stránky,Akce,MALL Dny,Alavis,,,,21166052
16001,Obsahové stránky,Akce,MALL Dny,Karlie,,,,21166051
16002,Obsahové stránky,Akce,MALL Dny,Gourmet,,,,28118653
16003,Obsahové stránky,Akce,MALL Dny,Aminela,,,,21188415
16004,Obsahové stránky,Akce,MALL Dny,Magnum,,,,21188416
16005,Obsahové stránky,Akce,MALL Dny,Eukanuba,,,,21166053
16006,Obsahové stránky,Akce,MALL Dny,Bagmaster,,,,28140966
16007,Obsahové stránky,Akce,MALL Dny,Karton P+P,,,,28140965
16008,Obsahové stránky,Akce,MALL Dny,Pixie Crew,,,,21380211
16009,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Škoda,Octavia,,27656955
16010,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Škoda,Fabia,,27657018
16011,"Oblečení, móda",Dámské oblečení,Doplňky,Ostatní,,,,27363093
16012,"Oblečení, móda",Pánské oblečení,Doplňky,Ostatní,,,,27363094
16015,Obsahové stránky,Akce,MALL Dny,Princess,,,,13497831
16016,Obsahové stránky,Akce,MALL Dny,Remington,,,,13497833
16017,Obsahové stránky,Akce,MALL Dny,ELECTROLUX,,,,13497832
16018,Obsahové stránky,Akce,MALL Dny,Tefal,,,,13497827
16019,Obsahové stránky,Akce,MALL Dny,Rowenta,,,,13512673
16020,Obsahové stránky,Akce,MALL Dny,LG,,,,13497825
16021,Obsahové stránky,Akce,MALL Dny,Krups,,,,13497828
